entry_date,exit_date,direction,entry_price,exit_price,pnl_pct,pnl_dollar,bars_held,exit_reason
2024-02-04 02:00:00,2024-02-04 10:00:00,SHORT,45502.67039424981,43686.51425944175,3.7913,3601.75,4,signal
2024-02-05 02:00:00,2024-02-05 04:00:00,LONG,42505.968088145266,43986.06969010337,3.2821,3230.3,1,signal
2024-02-05 22:00:00,2024-02-06 00:00:00,SHORT,45701.427122951325,44385.29234829767,2.6799,2719.8,1,signal
2024-02-10 10:00:00,2024-02-10 14:00:00,SHORT,49802.952190879114,49094.57619567879,1.2224,1272.16,2,signal
2024-02-10 20:00:00,2024-02-10 22:00:00,SHORT,49754.18552597084,49280.61830889332,0.7518,791.53,1,signal
2024-02-11 04:00:00,2024-02-11 06:00:00,SHORT,51488.930060617306,50042.88048722955,2.6085,2765.88,1,signal
2024-02-13 14:00:00,2024-02-13 16:00:00,SHORT,52679.712961465695,53103.99039509557,-1.0054,-1092.48,1,signal
2024-02-13 18:00:00,2024-02-13 20:00:00,SHORT,52354.56315855606,51940.153486319905,0.5915,636.65,1,signal
2024-02-16 16:00:00,2024-02-16 18:00:00,SHORT,53858.185022940816,53761.16757087206,-0.0199,-21.5,1,signal
2024-02-18 02:00:00,2024-02-18 04:00:00,SHORT,54559.69658135703,53942.70314460912,0.9309,1007.27,1,signal
2024-02-18 08:00:00,2024-02-18 10:00:00,SHORT,53646.79035371721,53519.99817506892,0.0363,39.68,1,signal
2024-02-21 12:00:00,2024-02-21 22:00:00,SHORT,56787.9249447651,56248.55194379082,0.7498,818.81,5,signal
2024-02-22 02:00:00,2024-02-22 04:00:00,LONG,56230.63688652825,55022.32302331159,-2.3489,-2583.3,1,signal
2024-02-22 08:00:00,2024-02-22 14:00:00,LONG,45350.97573323695,40768.97875812651,-10.3034,-11057.25,3,stop_loss
2024-02-22 16:00:00,2024-02-22 20:00:00,LONG,39588.36256451092,55373.24786683114,39.6725,38491.42,2,signal
2024-02-27 08:00:00,2024-02-27 12:00:00,SHORT,60661.18716368683,59477.670244192246,1.751,2339.19,2,signal
2024-03-01 04:00:00,2024-03-01 06:00:00,LONG,59469.05960666658,59232.44533666444,-0.5979,-811.99,1,signal
2024-03-01 10:00:00,2024-03-01 12:00:00,SHORT,62840.186594183964,65188.6465465513,-3.9372,-5326.9,1,stop_loss
2024-03-01 14:00:00,2024-03-01 16:00:00,SHORT,60209.37546360129,59055.423231001725,1.7166,2231.19,1,signal
2024-03-04 14:00:00,2024-03-04 16:00:00,LONG,61031.37981636041,61975.07258442598,1.3462,1778.38,1,signal
2024-03-05 14:00:00,2024-03-05 20:00:00,SHORT,64157.65443892452,63975.614481492856,0.0837,112.03,3,signal
2024-03-08 02:00:00,2024-03-08 04:00:00,SHORT,65170.29841447587,65696.92823172612,-1.0081,-1351.94,1,stop_loss
2024-03-08 06:00:00,2024-03-08 12:00:00,SHORT,65724.52122588317,65459.39515901622,0.2034,269.72,3,signal
2024-03-10 18:00:00,2024-03-11 00:00:00,SHORT,66472.07063356902,67311.41865393246,-1.4627,-1946.82,3,stop_loss
2024-03-11 02:00:00,2024-03-11 04:00:00,LONG,65519.386245310336,66232.67517268493,0.8887,1164.31,1,signal
2024-03-11 08:00:00,2024-03-11 12:00:00,SHORT,72020.46421295067,67800.47215518024,5.6594,7477.47,2,signal
2024-03-12 02:00:00,2024-03-12 06:00:00,SHORT,103553.49468407324,99096.81612878658,4.1037,5713.55,2,signal
2024-03-12 08:00:00,2024-03-12 10:00:00,SHORT,26938.11913744173,42294.36673158116,-57.2056,-82751.09,1,signal
2024-03-12 10:00:00,2024-03-12 12:00:00,LONG,42294.36673158116,35617.83468242927,-15.9859,-10557.38,1,signal
2024-03-12 14:00:00,2024-03-12 16:00:00,LONG,42155.54350816457,28563.733753818375,-32.442,-18171.58,1,signal
2024-03-12 18:00:00,2024-03-12 20:00:00,LONG,28883.302553473102,40101.90046440478,38.6411,14973.21,1,signal
2024-03-17 02:00:00,2024-03-17 04:00:00,LONG,68735.71139952743,68778.6181053718,-0.1376,-72.88,1,signal
2024-03-17 14:00:00,2024-03-17 16:00:00,SHORT,69440.87700080681,69536.94953781432,-0.3384,-179.0,1,signal
2024-03-17 18:00:00,2024-03-17 22:00:00,SHORT,69702.5762582115,69905.81422807022,-0.4916,-259.23,2,signal
2024-03-18 00:00:00,2024-03-18 06:00:00,SHORT,70218.44590234579,70066.64733588474,0.0162,8.49,3,signal
2024-03-19 02:00:00,2024-03-19 06:00:00,LONG,67480.50586696985,67825.27205123943,0.3109,163.22,2,signal
2024-03-21 14:00:00,2024-03-21 18:00:00,SHORT,70350.64605539384,66757.12026100737,4.908,2584.15,2,signal
2024-03-21 22:00:00,2024-03-22 00:00:00,LONG,66649.69933741196,66177.40283531255,-0.9086,-500.71,1,signal
2024-03-22 08:00:00,2024-03-22 10:00:00,LONG,65782.30958739572,65842.3458774923,-0.1087,-59.4,1,signal
2024-03-25 02:00:00,2024-03-25 10:00:00,LONG,65553.10753211686,65358.2920714004,-0.4972,-271.34,4,signal
2024-03-27 10:00:00,2024-03-27 12:00:00,SHORT,66590.5211416657,67091.16405790392,-0.9518,-517.81,1,stop_loss
2024-03-27 14:00:00,2024-03-27 18:00:00,SHORT,67013.58313703572,65732.89736297204,1.7111,920.99,2,signal
2024-03-30 02:00:00,2024-03-30 04:00:00,LONG,65732.85892966967,64881.40322130377,-1.4953,-816.52,1,stop_loss
2024-03-30 08:00:00,2024-03-30 12:00:00,LONG,60247.43197810952,63406.03173422257,5.0427,2719.23,2,signal
2024-04-03 02:00:00,2024-04-03 14:00:00,LONG,65849.83283485005,65756.90657047048,-0.3411,-192.76,6,signal
2024-04-03 20:00:00,2024-04-03 22:00:00,LONG,65624.64038481496,65649.48206098219,-0.1621,-91.33,1,signal
2024-04-05 02:00:00,2024-04-05 04:00:00,SHORT,65156.37255860073,65286.48444903661,-0.3997,-224.78,1,signal
2024-04-05 04:00:00,2024-04-05 06:00:00,LONG,65286.48444903661,65585.66399078471,0.2583,144.69,1,signal
2024-04-05 10:00:00,2024-04-05 20:00:00,LONG,64789.963657275875,65259.10897963773,0.5241,294.34,5,signal
2024-04-08 08:00:00,2024-04-08 10:00:00,LONG,64083.19665860044,64609.01586853665,0.6205,350.23,1,signal
2024-04-08 20:00:00,2024-04-09 00:00:00,LONG,63213.98702592579,80920.28092787444,27.8101,15788.78,2,signal
2024-04-09 02:00:00,2024-04-09 04:00:00,SHORT,59840.902014364394,66681.5413438327,-11.6314,-8364.59,1,stop_loss
2024-04-09 10:00:00,2024-04-09 12:00:00,LONG,53502.61140232623,55092.23873857891,2.7711,1768.71,1,signal
2024-04-09 18:00:00,2024-04-09 22:00:00,LONG,36680.90287237209,41732.77533122626,13.5725,8890.91,2,signal
2024-04-10 00:00:00,2024-04-10 02:00:00,LONG,64298.5428984165,61958.557482772136,-3.8393,-2839.25,1,signal
2024-04-13 06:00:00,2024-04-13 10:00:00,SHORT,65575.05591101892,64199.50696116296,1.8977,1352.2,2,signal
2024-04-17 02:00:00,2024-04-17 06:00:00,LONG,60009.01099001209,59458.18693719541,-1.1179,-809.6,2,stop_loss
2024-04-17 08:00:00,2024-04-17 18:00:00,LONG,56517.47018316838,60013.849461005266,5.9864,4296.5,5,signal
2024-04-20 20:00:00,2024-04-21 00:00:00,LONG,59205.551716035356,60679.7049433914,2.2899,1736.95,2,signal
2024-04-22 00:00:00,2024-04-22 06:00:00,LONG,57500.11947762937,60505.72223081537,5.0271,3896.18,3,signal
2024-04-26 20:00:00,2024-04-26 22:00:00,LONG,58452.22093691837,58287.40935665758,-0.482,-391.37,1,signal
2024-04-27 08:00:00,2024-04-27 10:00:00,LONG,57692.78415739245,57873.298572401385,0.1129,91.25,1,signal
2024-04-30 02:00:00,2024-04-30 04:00:00,LONG,49634.72571865484,48234.857157680024,-3.0203,-2439.48,1,stop_loss
2024-04-30 06:00:00,2024-04-30 08:00:00,LONG,45551.14317096148,48937.968578878834,7.2352,5687.02,1,signal
2024-05-03 14:00:00,2024-05-03 16:00:00,SHORT,56603.152754552466,56489.58306731618,0.0006,0.54,1,signal
2024-05-04 02:00:00,2024-05-04 10:00:00,SHORT,57291.75452773871,57391.21627714413,-0.3736,-313.85,4,signal
2024-05-05 02:00:00,2024-05-05 04:00:00,SHORT,58036.125818895314,58339.359934683955,-0.7225,-604.78,1,signal
2024-05-05 06:00:00,2024-05-05 12:00:00,SHORT,59098.72726329083,57938.34096427829,1.7635,1466.02,3,signal
2024-05-09 04:00:00,2024-05-09 10:00:00,SHORT,59672.428497682835,59719.87899872481,-0.2795,-236.26,3,signal
2024-05-10 02:00:00,2024-05-10 08:00:00,SHORT,60352.19940665143,60456.41520702924,-0.3727,-314.17,3,signal
2024-05-10 14:00:00,2024-05-10 22:00:00,SHORT,61148.60843571521,61250.36254532851,-0.3664,-307.79,4,signal
2024-05-13 02:00:00,2024-05-13 10:00:00,SHORT,66447.36071317592,67580.17467702819,-1.9048,-1597.38,4,stop_loss
2024-05-13 12:00:00,2024-05-13 14:00:00,SHORT,64255.87651486978,64965.966043103566,-1.3051,-1072.69,1,signal
2024-05-18 22:00:00,2024-05-19 08:00:00,SHORT,66416.8450143423,66724.28312635818,-0.6629,-538.09,5,signal
2024-05-20 08:00:00,2024-05-20 14:00:00,SHORT,68320.95731261729,67599.60199120798,0.8558,690.33,3,signal
2024-05-23 10:00:00,2024-05-23 12:00:00,SHORT,67158.92332384223,66939.54940522039,0.1266,102.99,1,signal
2024-05-23 22:00:00,2024-05-24 02:00:00,SHORT,67605.3963189153,67366.83023979873,0.1529,124.47,2,signal
2024-05-24 06:00:00,2024-05-24 08:00:00,LONG,67223.12030634639,67462.49550811076,0.1561,127.27,1,signal
2024-05-25 02:00:00,2024-05-25 04:00:00,LONG,67686.24440354564,68193.80866409399,0.5499,449.0,1,signal
2024-05-25 06:00:00,2024-05-25 10:00:00,SHORT,69748.29940464908,69197.07434750111,0.5903,484.53,2,signal
2024-05-25 12:00:00,2024-05-25 14:00:00,SHORT,67826.3007702606,69208.28696739454,-2.2375,-1846.9,1,signal
2024-05-25 16:00:00,2024-05-25 18:00:00,SHORT,66060.02275530648,64733.51047254214,1.808,1460.66,1,signal
2024-05-25 20:00:00,2024-05-26 00:00:00,LONG,64395.54279781594,66700.22083371555,3.3789,2776.64,2,signal
2024-05-28 04:00:00,2024-05-28 08:00:00,SHORT,68069.79632742249,67129.63661561091,1.1812,1001.78,2,signal
2024-05-28 22:00:00,2024-05-29 00:00:00,SHORT,67538.20673116147,67369.19545537885,0.0502,43.09,1,signal
2024-05-29 06:00:00,2024-05-29 10:00:00,SHORT,69385.40389764811,68655.00351740846,0.8527,731.64,2,signal
2024-05-31 22:00:00,2024-06-01 00:00:00,LONG,67488.9832237692,67545.08053105084,-0.1169,-101.1,1,signal
2024-06-01 12:00:00,2024-06-01 14:00:00,SHORT,68129.9343873397,67908.15515764216,0.1255,108.46,1,signal
2024-06-01 20:00:00,2024-06-02 00:00:00,LONG,66830.30318767684,67064.80719223435,0.1509,130.53,2,signal
2024-06-04 02:00:00,2024-06-04 04:00:00,LONG,66238.3693453596,65384.337348678346,-1.4893,-1287.99,1,stop_loss
2024-06-04 06:00:00,2024-06-04 08:00:00,LONG,65958.00916418491,66231.154380928,0.2141,182.87,1,signal
2024-06-04 20:00:00,2024-06-04 22:00:00,SHORT,68993.08802903448,68727.98467970178,0.1842,157.68,1,signal
2024-06-07 02:00:00,2024-06-07 08:00:00,SHORT,76923.7246375942,74831.48466682095,2.5199,2160.33,3,signal
2024-06-09 22:00:00,2024-06-10 00:00:00,LONG,67970.00235459399,67910.16877748889,-0.288,-252.84,1,signal
2024-06-14 02:00:00,2024-06-14 04:00:00,SHORT,66709.33130958164,66640.63665922632,-0.097,-84.94,1,signal
2024-06-14 04:00:00,2024-06-14 06:00:00,LONG,66640.63665922632,65466.536986436986,-1.9618,-1712.79,1,stop_loss
2024-06-14 08:00:00,2024-06-14 10:00:00,LONG,60867.41444264226,58593.898335304,-3.9352,-3371.38,1,stop_loss
2024-06-14 12:00:00,2024-06-14 16:00:00,LONG,57495.3946009274,58926.690009591,2.2894,1891.8,2,signal
2024-06-15 04:00:00,2024-06-15 06:00:00,LONG,56575.24936911942,58569.513928212626,3.325,2807.27,1,signal
2024-06-21 10:00:00,2024-06-21 12:00:00,LONG,62399.01714732585,62523.48384366914,-0.0005,-0.46,1,signal
2024-06-21 16:00:00,2024-06-21 20:00:00,LONG,61696.38921753903,61813.06430294546,-0.0109,-9.48,2,signal
2024-06-22 02:00:00,2024-06-22 04:00:00,SHORT,68618.23579037485,70517.53788118134,-2.9679,-2589.51,1,stop_loss
2024-06-22 06:00:00,2024-06-22 08:00:00,SHORT,80976.03039356979,84762.3759952279,-4.8759,-4134.24,1,stop_loss
2024-06-22 10:00:00,2024-06-22 12:00:00,SHORT,95834.89970900436,102123.92146391654,-6.7624,-5467.79,1,stop_loss
2024-06-22 14:00:00,2024-06-22 18:00:00,SHORT,101411.88347100565,58440.55976434965,42.1731,31842.93,2,signal
2024-06-26 02:00:00,2024-06-26 04:00:00,LONG,48684.84399613207,45376.29514126632,-6.9958,-7384.17,1,stop_loss
2024-06-26 06:00:00,2024-06-26 10:00:00,LONG,34037.50318534042,41283.42726679715,21.0881,20822.6,2,signal
2024-07-01 14:00:00,2024-07-01 16:00:00,LONG,59790.549811786426,59868.838612673215,-0.0691,-81.85,1,signal
2024-07-02 12:00:00,2024-07-02 16:00:00,SHORT,61016.22779510358,59686.516461288,1.9793,2344.35,2,signal
2024-07-04 02:00:00,2024-07-04 04:00:00,LONG,59485.97119189741,60417.80117812508,1.3665,1648.95,1,signal
2024-07-04 08:00:00,2024-07-04 12:00:00,SHORT,61944.11944767619,58862.13696777245,4.7754,5837.41,2,signal
2024-07-04 16:00:00,2024-07-04 22:00:00,LONG,58223.165430903675,58718.55250919746,0.6508,831.67,3,signal
2024-07-08 02:00:00,2024-07-08 04:00:00,LONG,58879.009202466936,58788.87563482135,-0.3531,-453.97,1,signal
2024-07-08 08:00:00,2024-07-08 10:00:00,SHORT,59134.68879199804,59149.470912890654,-0.225,-288.32,1,signal
2024-07-08 20:00:00,2024-07-08 22:00:00,LONG,58202.76578284263,58496.39478088069,0.3045,389.35,1,signal
2024-07-09 06:00:00,2024-07-09 10:00:00,LONG,57748.00357926373,58780.43220015023,1.5878,2036.2,2,signal
2024-07-12 08:00:00,2024-07-12 10:00:00,SHORT,59584.41915181371,59711.13989160625,-0.4127,-537.19,1,signal
2024-07-13 10:00:00,2024-07-13 16:00:00,SHORT,60180.734902178585,60159.89832227202,-0.1654,-214.43,3,signal
2024-07-17 02:00:00,2024-07-17 04:00:00,SHORT,60446.93220063049,60430.41337756978,-0.1727,-223.54,1,signal
2024-07-17 08:00:00,2024-07-17 12:00:00,SHORT,60521.09912054338,60716.68278839737,-0.5232,-677.01,2,stop_loss
2024-07-17 14:00:00,2024-07-17 20:00:00,SHORT,60682.326633958786,60714.50690695534,-0.253,-325.41,3,signal
2024-07-19 16:00:00,2024-07-19 18:00:00,SHORT,60835.88317958635,60868.35213375611,-0.2534,-325.06,1,signal
2024-07-20 02:00:00,2024-07-20 04:00:00,LONG,60655.64854340933,60347.49618083246,-0.708,-906.18,1,signal
2024-07-20 06:00:00,2024-07-20 10:00:00,LONG,60383.8829182311,60590.19076806457,0.1417,180.09,2,signal
2024-07-21 08:00:00,2024-07-21 10:00:00,LONG,60261.27055977091,60081.93040805056,-0.4976,-633.43,1,signal
2024-07-21 12:00:00,2024-07-21 14:00:00,LONG,60138.98731257457,60122.90198810747,-0.2267,-287.28,1,signal
2024-07-22 02:00:00,2024-07-22 08:00:00,SHORT,67176.01293768741,62524.68217927099,6.7241,8500.69,3,signal
2024-07-25 12:00:00,2024-07-25 14:00:00,LONG,59930.36709480338,60087.4811740117,0.0622,83.6,1,signal
2024-07-25 18:00:00,2024-07-25 20:00:00,LONG,60830.77429365928,60839.09375289184,-0.1863,-250.75,1,signal
2024-07-29 02:00:00,2024-07-29 04:00:00,SHORT,62414.98488595412,62075.099003068266,0.3446,462.87,1,signal
2024-07-29 08:00:00,2024-07-29 10:00:00,LONG,62239.59604449267,62222.45211404875,-0.2275,-306.68,1,signal
2024-07-29 14:00:00,2024-07-29 16:00:00,LONG,61927.428258826054,62092.28746700564,0.0662,89.05,1,signal
