entry_date,exit_date,direction,entry_price,exit_price,pnl_pct,pnl_dollar,bars_held,exit_reason
2024-02-02 06:00:00,2024-02-02 08:00:00,SHORT,43312.94695077659,43598.729381198136,-0.8598,-818.07,1,stop_loss
2024-02-02 10:00:00,2024-02-02 12:00:00,SHORT,43337.47298865586,43113.322494702996,0.3172,298.89,1,signal
2024-02-03 20:00:00,2024-02-04 00:00:00,SHORT,44279.18395002322,44566.08853538917,-0.8479,-802.59,2,stop_loss
2024-02-04 02:00:00,2024-02-04 10:00:00,SHORT,45502.67039424981,43686.51425944175,3.7913,3554.15,4,signal
2024-02-04 14:00:00,2024-02-04 16:00:00,LONG,43897.12712054717,43633.91248801509,-0.7996,-776.59,1,signal
2024-02-05 02:00:00,2024-02-05 04:00:00,LONG,42505.968088145266,43986.06969010337,3.2821,3163.39,1,signal
2024-02-05 20:00:00,2024-02-06 00:00:00,SHORT,46634.68037496654,44385.29234829767,4.6234,4595.14,2,signal
2024-02-08 02:00:00,2024-02-08 12:00:00,SHORT,47487.19901927293,47693.98638968003,-0.6355,-659.31,5,signal
2024-02-09 04:00:00,2024-02-09 10:00:00,SHORT,48109.412978400236,48539.994306955516,-1.095,-1131.09,3,stop_loss
2024-02-09 12:00:00,2024-02-09 16:00:00,SHORT,49004.2598388644,48378.34848263743,1.0773,1099.37,2,signal
2024-02-10 06:00:00,2024-02-10 14:00:00,SHORT,49479.769719874865,49094.57619567879,0.5785,596.4,4,signal
2024-02-10 20:00:00,2024-02-10 22:00:00,SHORT,49754.18552597084,49280.61830889332,0.7518,779.36,1,signal
2024-02-11 04:00:00,2024-02-11 06:00:00,SHORT,51488.930060617306,50042.88048722955,2.6085,2723.35,1,signal
2024-02-11 10:00:00,2024-02-11 14:00:00,LONG,48005.37249133721,48317.26051210018,0.4497,481.13,2,signal
2024-02-13 08:00:00,2024-02-13 12:00:00,SHORT,51712.76720819369,52199.1294866207,-1.1405,-1227.48,2,stop_loss
2024-02-13 14:00:00,2024-02-13 20:00:00,SHORT,52679.712961465695,51940.153486319905,1.2039,1279.51,3,signal
